Encuesta Nacional sobre Diversidad Sexual y de Género 2021,
,
Nombre de archivo,Título de Tablas
conjunto_de_datos_tapart_a_endiseg_2021,Información del preámbulo adolescencia apartado A
conjunto_de_datos_tapart_b_endiseg_2021,Información del preámbulo adolescencia apartado B
conjunto_de_datos_tmodulo_endiseg_2021,Información de las secciones del módulo
conjunto_de_datos_tsdem_endiseg_2021,Información de los residentes del hogar
conjunto_de_datos_tvivienda_endiseg_2021,Características de la vivienda
