"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Apertura a la diversidad en el ámbito laboral. 8 Una persona migrante o refugiada","PO1_5_8","Alfanumérico",1,"1
"
"Apertura a la diversidad en el ámbito laboral. 8 Una persona migrante o refugiada","PO1_5_8","Alfanumérico",1,"2
"
"Apertura a la diversidad en el ámbito laboral. 8 Una persona migrante o refugiada","PO1_5_8","Alfanumérico",1,"3
"
"Apertura a la diversidad en el ámbito laboral. 8 Una persona migrante o refugiada","PO1_5_8","Alfanumérico",1,"4
"
"Apertura a la diversidad en el ámbito laboral. 8 Una persona migrante o refugiada","PO1_5_8","Alfanumérico",1,"9
"
"Apertura a la diversidad en el ámbito laboral. Una persona que vive con SIDA o VIH","PO1_5_9","Alfanumérico",1,"1
"
"Apertura a la diversidad en el ámbito laboral. Una persona que vive con SIDA o VIH","PO1_5_9","Alfanumérico",1,"2
"
"Apertura a la diversidad en el ámbito laboral. Una persona que vive con SIDA o VIH","PO1_5_9","Alfanumérico",1,"3
"
"Apertura a la diversidad en el ámbito laboral. Una persona que vive con SIDA o VIH","PO1_5_9","Alfanumérico",1,"4
"
"Apertura a la diversidad en el ámbito laboral. Una persona que vive con SIDA o VIH","PO1_5_9","Alfanumérico",1,"9
"
"Conocimiento sobre SIDA o VIH","PO1_6","Alfanumérico",1,"1
"
"Conocimiento sobre SIDA o VIH","PO1_6","Alfanumérico",1,"2
"
"Apertura a personas que viven con SIDA o VIH","PO1_7","Alfanumérico",1,"1
"
"Apertura a personas que viven con SIDA o VIH","PO1_7","Alfanumérico",1,"2
"
"Apertura a personas que viven con SIDA o VIH","PO1_7","Alfanumérico",1,"9
"
"Apertura a niñas y niños que viven con SIDA o VIH en espacios escolares","PO1_8","Alfanumérico",1,"1
"
"Apertura a niñas y niños que viven con SIDA o VIH en espacios escolares","PO1_8","Alfanumérico",1,"2
"
"Apertura a niñas y niños que viven con SIDA o VIH en espacios escolares","PO1_8","Alfanumérico",1,"9
"
"Origen de conflictos. Niveles educativos","PO2_1_1","Alfanumérico",1,"1
"
"Origen de conflictos. Niveles educativos","PO2_1_1","Alfanumérico",1,"2
"
"Origen de conflictos. Niveles educativos","PO2_1_1","Alfanumérico",1,"3
"
"Origen de conflictos. Niveles educativos","PO2_1_1","Alfanumérico",1,"4
"
"Origen de conflictos. Niveles educativos","PO2_1_1","Alfanumérico",1,"9
"
"Origen de conflictos. Clases sociales","PO2_1_2","Alfanumérico",1,"1
"
"Origen de conflictos. Clases sociales","PO2_1_2","Alfanumérico",1,"2
"
"Origen de conflictos. Clases sociales","PO2_1_2","Alfanumérico",1,"3
"
"Origen de conflictos. Clases sociales","PO2_1_2","Alfanumérico",1,"4
"
"Origen de conflictos. Clases sociales","PO2_1_2","Alfanumérico",1,"9
"
"Origen de conflictos. Costumbres o tradiciones","PO2_1_3","Alfanumérico",1,"1
"
"Origen de conflictos. Costumbres o tradiciones","PO2_1_3","Alfanumérico",1,"2
"
"Origen de conflictos. Costumbres o tradiciones","PO2_1_3","Alfanumérico",1,"3
"
